4,4,4,12,12,12,20,20,20,24,28,56,56,60,68,88,120,128,132,132,140,140,144,152,152,176,176,180,188,204,208,208,212,220,220,224,224,236,244,248,264,296,360,364,376,384,384,384,404,436,436,444,444,448,460,476,480,484,492,512,552,556,572,572,572,572,660,788,796,796,820,852,856,864,864,868,872,880,896,896,896,896,908,912,920,920,924,924,936,952,956,956,968,984,1016,1096,1096,1116,1120,1120,1152,1152,1160,1160,1160,1168,1172,1196,1200,1216,1232,1232,1236,1236,1240,1248,1256,1256,1256,1272,1304,1376,1508,1776,1784,1804,1808,1816,1816,1820,1844,1876,1880,1880,1884,1884,1888,1896,1912,1916,1916,1948,2028,2036,2036,2052,2060,2068,2072,2080,2080,2084,2092,2092,2096,2120,2136,2168,2172,2184,2188,2188,2196,2196,2200,2208,2208,2212,2212,2212,2248,2252,2308,2308,2312,2312,2320,2340,2404,2532,2540,2540,2544,2552,2552,2560,2568,2584,2620,2644,2680,2680,2680,2688,2756,2772,2776,2776,2780,2784,2792,2792,2796,2812,2812,2812,2820,2824,2824,2824,2844,2856,2880,2912,2912,2916,2924,2924,2928,2936,2952,2952,2964,2972,2988,3020,3024,3032,3052,3052,3052,3056,3064,3088,3096,3132,3196,3196,3204,3224,3224,3228,3228,3236,3256,3288,3292,3300,3300,3304,3312,3312,3312,3340,3372,3444,3572,3828,4360,4368,4376,4380,4408,4440,4508,4636,4644,4664,4664,4664,4664,4668,4684,4688,4688,4688,4696,4704,4724,4724,4728,4728,4736,4736,4736,4744,4760,4760,4764,4772,4792,4796,4804,4804,4840,4844,4852,4856,4856,4856,4856,4876,4884,4888,4920,4924,4964,4964,4964,4968,4968,4968,4988,5008,5040,5108,5108,5116,5132,5136,5148,5164,5172,5176,5184,5200,5232,5236,5244,5248,5256,5260,5260,5260,5260,5264,5268,5268,5292,5332,5340,5340,5404,5540,5800,5816,5856,5860,5860,5868,5868,5872,5896,5904,5908,5908,5912,5932,5972,6044,6060,6060,6060,6064,6076,6096,6128,6128,6136,6144,6152,6156,6164,6180,6180,6184,6184,6184,6184,6184,6200,6208,6224,6272,6336,6480,6480,6484,6484,6492,6508,6512,6516,6520,6532,6532,6532,6536,6536,6536,6536,6552,6572,6612,6684,6688,6688,6688,6692,6712,6720,6720,6728,6728,6728,6732,6744,6760,6808,6824,6860,6860,6868,6884,6888,6888,6900,6900,6908,6908,6916,6932,6936,6968,7044,7188,7444,7960,9000,9000,9000,9000,9008,9008,9024,9032,9032,9036,9044,9048,9048,9048,9048,9056,9064,9080,9096,9100,9108,9108,9108,9112,9116,9140,9180,9184,9192,9208,9240,9304,9324,9332,9336,9336,9340,9340,9348,9364,9368,9412,9484,9612,9612,9620,9624,9624,9628,9652,9688,9708,9716,9740,9740,9740,9740,9748,9752,9764,9764,9768,9776,9776,9776,9780,9780,9808,9844,9848,9856,9872,9940,9948,9948,9948,9964,10004,10008,10020,10044,10076,10144,10144,10144,10280,10536,10540,10564,10564,10564,10584,10628,10636,10656,10664,10668,10668,10668,10672,10680,10700,10740,10804,10808,10808,10808,10816,10836,10844,10844,10852,10852,10856,10860,10860,10860,10864,10872,10888,10920,10924,10924,10924,10936,10944,10948,10956,10956,10960,10976,10980,10992,11008,11016,11048,11116,11256,11272,11272,11272,11284,11288,11312,11344,11348,11348,11352,11360,11376,11380,11380,11384,11396,11404,11420,11452,11456,11460,11468,11472,11480,11496,11500,11504,11512,11516,11516,11524,11540,11572,11636,11648,11648,11648,11648,11664,11664,11668,11672,11688,11712,11728,11728,11728,11728,11728,11740,11756,11796,11860,11988,12256,12796,12796,12828,12832,12840,12840,12840,12844,12848,12856,12876,12876,12876,12892,12908,12944,12956,12956,13032,13048,13048,13048,13048,13052,13052,13064,13084,13092,13096,13096,13096,13096,13100,13112,13128,
0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,
2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,
2,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,
2,0,0,4,8,0,0,0,2,0,0,0,0,0,0,0,
2,0,4,4,8,0,0,0,2,0,0,0,0,0,0,0,
2,8,0,0,8,0,0,0,2,0,0,0,4,0,0,0,
2,8,0,0,8,2,0,0,2,0,0,0,4,0,0,0,
2,8,0,2,8,2,0,0,2,0,0,0,4,0,0,0,
2,8,2,0,8,2,0,0,4,0,0,0,4,0,0,0,
0,2,8,4,0,0,8,2,0,0,0,4,0,0,0,4,
0,4,16,4,0,0,0,2,0,0,0,8,0,0,0,0,
2,4,16,4,2,0,0,0,8,0,0,0,0,0,0,0,
4,4,16,4,8,0,2,0,0,0,0,0,0,0,0,0,
8,16,4,0,8,2,0,0,0,0,0,0,2,0,0,0,
16,16,4,0,2,4,0,0,0,0,0,0,0,0,0,0,
32,4,0,0,2,4,0,0,4,0,0,0,0,0,0,0,
32,8,0,2,2,0,0,0,4,0,0,0,0,0,0,0,
32,8,0,4,2,0,0,0,4,0,0,0,0,0,0,0,
32,8,2,4,0,0,0,2,0,0,0,4,0,0,0,0,
32,8,2,4,2,0,0,0,8,0,0,0,0,0,0,0,
32,8,2,4,2,0,0,2,8,0,0,0,0,0,0,0,
32,8,2,4,0,0,0,4,0,0,8,2,0,0,0,0,
32,8,2,8,0,0,8,2,0,0,2,0,0,0,0,0,
32,8,2,8,2,8,2,0,2,0,0,0,0,0,0,0,
32,16,4,8,4,2,0,0,0,0,0,0,0,0,0,0,
32,16,4,8,4,2,0,2,0,0,0,0,0,0,0,0,
32,16,4,8,0,0,4,4,0,0,0,0,0,0,0,2,
32,16,4,8,0,0,2,8,0,0,0,0,0,0,0,2,
32,16,4,16,0,2,2,2,0,0,0,0,0,0,0,0,
32,16,4,16,0,0,2,4,0,0,0,0,0,0,0,2,
32,16,4,16,2,4,0,0,2,0,0,0,2,0,0,0,
32,16,4,16,4,4,0,2,2,0,0,0,0,0,0,0,
32,16,4,16,0,0,8,2,0,0,2,4,0,0,0,0,
32,16,4,16,2,8,2,0,2,4,0,0,0,0,0,0,
32,16,4,16,4,8,2,0,0,4,4,0,0,0,0,0,
32,16,4,16,4,8,2,2,0,4,4,0,0,0,0,0,
32,16,4,16,4,8,4,0,8,0,0,0,2,0,0,0,
32,16,8,16,4,8,0,2,8,0,0,0,2,0,0,0,
32,16,8,16,0,4,8,4,0,0,0,8,0,0,0,2,
32,16,16,16,2,4,0,4,0,0,0,8,0,0,0,2,
32,32,16,0,2,4,2,4,8,0,0,0,2,0,0,0,
64,16,0,0,2,4,2,4,8,2,0,0,2,0,0,0,
64,16,4,4,2,4,0,0,8,2,0,0,2,0,0,0,
64,16,8,0,2,4,0,0,8,4,0,0,2,0,0,0,
64,16,8,4,2,8,0,0,8,0,0,0,2,0,0,0,
64,16,8,4,2,8,2,0,8,0,0,0,2,0,0,0,
64,16,8,4,0,2,8,2,0,0,8,2,0,0,0,2,
64,16,16,4,4,2,8,4,0,0,0,2,0,0,0,0,
64,32,4,0,4,2,8,4,2,0,0,0,4,0,0,0,
64,32,4,2,4,2,8,4,0,0,0,2,0,0,0,4,
64,32,4,2,4,2,8,4,2,0,0,0,8,0,0,0,
64,32,4,2,4,2,8,4,0,0,0,2,0,0,8,2,
64,32,4,2,4,2,8,4,4,0,0,0,8,2,0,0,
64,32,4,2,8,4,8,4,8,0,0,2,0,0,0,0,
64,32,4,2,16,4,8,4,0,2,0,2,0,0,0,0,
